listPrice,rent,livingArea,rooms,published,constructionYear,objectType,soldDate,soldPrice,soldPriceSource,floor,additionalArea,apartmentNumber,location.address.streetAddress,location.position.latitude,location.position.longitude,location.position.isApproximate,location.region.municipalityName,location.region.countyName,location.distance.ocean,source.url,price_per_sqm
5995000,5967.0,121.0,4.0,2015-10-20 04:01:32,1935.0,Lägenhet,2015-11-03,6280000,bid,2.0,,1301.0,Torphagsvägen 10,59.3723882,18.0524828,True,Stockholm,Stockholms län,181,http://www.notar.se/,51900.82644628099
4100000,4754.0,81.0,3.5,2014-10-09 17:42:44,1935.0,Lägenhet,2014-10-13,4200000,bid,2.0,,,Ekhagsvägen 5,59.37161719,18.05471583,,Stockholm,Stockholms län,186,http://www.karlssonuddare.se/,51851.851851851854
3250000,2789.0,64.3,2.0,2018-05-31 20:07:51,1969.0,Lägenhet,2018-06-15,3300000,bid,1.0,0.0,,Docentbacken 3,59.3709502,18.0586253,True,Stockholm,Stockholms län,264,http://www.innerspec.se/,51321.92846034215
2395000,2803.0,47.5,2.0,2014-02-07 14:38:41,1935.0,Lägenhet,2014-02-20,2430000,bid,,,4812.0,Torphagsvägen 16,59.3720529,18.054052,True,Stockholm,Stockholms län,164,https://www.svenskamaklarhuset.se/,51157.89473684211
3395000,3151.0,70.0,2.0,2016-04-15 17:33:28,1968.0,Lägenhet,2016-04-29,3575000,bid,,,,Docentbacken 1B,59.3705635,18.0585287,True,Stockholm,Stockholms län,298,http://www.notar.se/,51071.42857142857
3875000,3579.0,86.3,3.0,2014-08-28 16:51:41,1969.0,Lägenhet,2014-09-11,4405000,bid,1.0,,,Docentbacken 9,59.37124248,18.05782092,,Stockholm,Stockholms län,218,http://www.fastighetsbyran.se/,51042.87369640788
4695000,4537.0,92.0,3.0,2015-10-02 18:11:38,1935.0,Lägenhet,2015-10-20,4695000,bid,3.0,,,Torphagsvägen 10,59.3723882,18.0524828,True,Stockholm,Stockholms län,181,http://www.notar.se/,51032.608695652176
2400000,3140.0,53.0,2.0,2013-03-07 20:07:39,1935.0,Lägenhet,2013-04-04,2700000,bid,1.0,,1201.0,Torphagsvägen 20A,59.37286148,18.05426002,,Stockholm,Stockholms län,76,http://www.karlssonuddare.se/,50943.3962264151
2495000,2614.0,53.0,2.0,2015-10-02 17:21:35,1935.0,Lägenhet,2015-10-20,2700000,bid,,,1303.0,Torphagsvägen 10,59.3723882,18.0524828,True,Stockholm,Stockholms län,181,http://www.notar.se/,50943.3962264151
4590000,5192.0,95.0,4.0,2013-09-10 12:46:40,1936.0,Lägenhet,2013-09-30,4810000,bid,,,,Torphagsvägen 14,59.3721605,18.0535415,True,Stockholm,Stockholms län,166,http://www.notar.se/,50631.57894736842
2295000,2508.0,47.0,2.0,2013-02-22 22:08:08,1935.0,Lägenhet,2013-03-26,2360000,bid,,,,Ekhagsvägen 12,59.3722721,18.0556589,True,Stockholm,Stockholms län,101,http://www.notar.se/,50212.765957446805
4795000,4201.0,96.7,4.0,2014-05-01 15:07:11,1969.0,Lägenhet,2014-05-15,4850000,bid,6.0,,,Docentbacken 5,59.3710473,18.0583678,True,Stockholm,Stockholms län,246,http://www.fastighetsbyran.se/,50155.11892450879
3150000,3749.0,67.0,2.5,2015-10-23 23:13:22,1937.0,Lägenhet,2015-11-23,3350000,bid,2.0,,,Åminnevägen 15,59.3713101,18.0528835,True,Stockholm,Stockholms län,254,http://www.erikolsson.se/,50000.0
5995000,5967.0,121.0,4.0,2015-09-05 17:08:14,1935.0,Lägenhet,2015-10-05,6000000,bid,3.0,,1301.0,Torphagsvägen 10,59.3723882,18.0524828,True,Stockholm,Stockholms län,181,http://www.notar.se/,49586.776859504134
6500000,6882.0,119.0,4.0,2014-08-30 13:30:53,1935.0,Lägenhet,2014-09-15,5900000,bid,,,,Torphagsvägen 6,59.3716443,18.0532349,True,Stockholm,Stockholms län,225,http://www.notar.se/,49579.83193277311
2495000,2614.0,53.0,2.0,2016-02-05 18:36:23,1935.0,Lägenhet,2016-04-18,2600000,bid,1.0,,,Torphagsvägen 10,59.3723882,18.0524828,True,Stockholm,Stockholms län,181,http://www.erikolsson.se/,49056.6037735849
3250000,2965.0,64.3,2.0,2018-05-25 20:46:58,1968.0,Lägenhet,2018-06-10,3150000,bid,0.0,0.0,,Docentbacken 3,59.3709502,18.0586253,True,Stockholm,Stockholms län,264,http://www.notar.se/,48989.1135303266
2395000,2979.0,50.0,2.0,2014-03-28 21:27:48,1935.0,Lägenhet,2014-05-20,2445000,bid,,,1203.0,Torphagsvägen 6,59.3716443,18.0532349,True,Stockholm,Stockholms län,225,http://www.notar.se/,48900.0
3500000,3619.0,76.0,3.0,2014-01-29 21:23:11,,Lägenhet,2014-01-31,3700000,bid,3.0,,,Ekhagsvägen 8,59.37178,18.05527,,Stockholm,Stockholms län,161,http://www.erikolsson.se/,48684.21052631579
1590000,1885.0,36.0,1.0,2013-07-12 21:22:29,1968.0,Lägenhet,2013-08-02,1750000,bid,4.0,,1502.0,Docentbacken 3,59.3709502,18.0586253,True,Stockholm,Stockholms län,264,http://www.notar.se/,48611.11111111111
2490000,1924.0,54.0,2.0,2013-07-27 01:11:31,1935.0,Lägenhet,2013-08-14,2615000,bid,2.0,,,Ekhagsvägen 2,59.3709948,18.0548886,True,Stockholm,Stockholms län,243,http://www.notar.se/,48425.92592592593
2295000,2803.0,47.5,2.0,2013-04-13 16:24:01,1936.0,Lägenhet,2013-04-26,2295000,bid,,,,Torphagsvägen 16,59.3720529,18.054052,True,Stockholm,Stockholms län,164,http://www.notar.se/,48315.78947368421
2695000,,59.0,2.0,2015-03-12 17:26:00,1935.0,Lägenhet,2015-03-25,2850000,bid,2.0,,,Torphagsvägen 8,59.3718275,18.0525542,True,Stockholm,Stockholms län,225,http://www.svenskfast.se/,48305.08474576271
3995000,4468.0,91.0,3.0,2014-06-19 17:39:59,1939.0,Lägenhet,2014-07-04,4350000,bid,,,,Ekhagsvägen 4,59.3713881,18.0550922,True,Stockholm,Stockholms län,186,http://www.fastighetsbyran.se/,47802.1978021978
2595000,2785.0,60.3,2.0,2015-06-05 18:01:13,1968.0,Lägenhet,2015-06-26,2880000,bid,1.0,,,Docentbacken 1B,59.3705635,18.0585287,True,Stockholm,Stockholms län,298,http://www.notar.se/,47761.19402985075
2600000,2527.0,60.0,2.0,2014-11-27 13:36:01,1969.0,Lägenhet,2014-12-05,2860000,bid,1.0,,,Docentbacken 1B,59.3705635,18.0585287,True,Stockholm,Stockholms län,298,https://www.lansfast.se/,47666.666666666664
4995000,6088.0,114.0,4.5,2014-10-17 17:24:43,1935.0,Lägenhet,2014-10-30,5425000,bid,3.0,,4618.0,Torphagsvägen 14,59.3721605,18.0535415,True,Stockholm,Stockholms län,166,http://www.jagholm.se/,47587.71929824561
3295000,3746.0,69.0,3.0,2013-05-10 11:43:51,1936.0,Lägenhet,2013-05-29,3275000,bid,,,,Torphagsvägen 14,59.3721605,18.0535415,True,Stockholm,Stockholms län,166,http://www.notar.se/,47463.76811594203
1800000,1885.0,36.0,1.5,2014-04-21 15:03:42,1969.0,Lägenhet,2014-04-22,1700000,bid,5.0,,1502.0,Docentbacken 3,59.3709502,18.0586253,True,Stockholm,Stockholms län,264,http://www.fastighetsbyran.se/,47222.22222222222
4295000,4472.0,103.8,4.0,2014-05-08 23:30:49,1969.0,Lägenhet,2014-05-21,4900000,bid,5.0,,1501.0,Docentbacken 7,59.3711498,18.0581425,True,Stockholm,Stockholms län,229,http://www.fastighetsbyran.se/,47206.16570327553
2495000,2934.0,53.0,2.0,2013-09-27 12:19:24,,Lägenhet,2014-02-10,2495000,bid,,,1202.0,Torphagsvägen 24,59.3732708,18.0532176,True,Stockholm,Stockholms län,79,http://www.notar.se/,47075.47169811321
5950000,5354.0,128.3,6.0,2014-09-19 20:56:15,1968.0,Lägenhet,2014-11-07,6025000,bid,2.0,,,Docentbacken 13,59.3715256,18.0573378,True,Stockholm,Stockholms län,354,http://www.fastighetsbyran.se/,46960.249415432576
2995000,4058.0,65.0,2.0,2014-04-18 01:55:42,1935.0,Lägenhet,2014-05-19,3050000,bid,,,,Ekhagsvägen 5,59.37161719,18.05471583,,Stockholm,Stockholms län,186,http://www.notar.se/,46923.07692307692
6450000,7962.0,138.0,6.0,2015-12-31 02:44:25,1935.0,Lägenhet,2016-01-14,6450000,bid,2.0,,1204.0,Torphagsvägen 6,59.3716443,18.0532349,True,Stockholm,Stockholms län,225,http://www.fastighetsbyran.se/,46739.13043478261
3550000,2807.0,80.0,3.0,2012-11-23 11:52:27,1935.0,Lägenhet,2012-12-07,3730000,bid,2.0,,,Ekhagsvägen 2,59.3709948,18.0548886,True,Stockholm,Stockholms län,243,http://www.notar.se/,46625.0
3995000,4799.0,81.0,3.0,2014-03-28 21:27:45,1935.0,Lägenhet,2014-05-19,3750000,bid,3.0,,,Ekhagsvägen 5,59.37161719,18.05471583,,Stockholm,Stockholms län,186,http://www.notar.se/,46296.2962962963
3250000,3810.0,70.0,3.0,2014-02-28 19:33:32,1935.0,Lägenhet,2014-03-30,3150000,bid,3.0,,,Ekhagsvägen 12,59.3722721,18.0556589,True,Stockholm,Stockholms län,101,http://www.notar.se/,45000.0
2245000,2455.0,50.0,2.0,2012-10-19 15:32:58,1935.0,Lägenhet,2012-10-27,2245000,bid,,,,Ekhagsvägen 12,59.3722721,18.0556589,True,Stockholm,Stockholms län,101,http://www.notar.se/,44900.0
3250000,4265.0,73.0,3.5,2014-02-05 03:33:31,1935.0,Lägenhet,2014-03-04,3250000,bid,,,,Åminnevägen 19,59.37103271,18.0540565,,Stockholm,Stockholms län,260,http://www.notar.se/,44520.54794520548
3250000,4130.0,73.0,3.0,2013-04-20 10:44:59,1935.0,Lägenhet,2013-05-04,3225000,bid,,,,Torphagsvägen 6,59.3716443,18.0532349,True,Stockholm,Stockholms län,225,http://www.notar.se/,44178.08219178082
2300000,2455.0,50.0,2.0,2012-09-16 02:33:35,1935.0,Lägenhet,2012-10-09,2180000,bid,,,,Ekhagsvägen 12,59.3722721,18.0556589,True,Stockholm,Stockholms län,101,http://www.notar.se/,43600.0
5795000,7268.0,131.0,5.0,2014-09-26 13:46:43,1937.0,Lägenhet,2014-11-09,5600000,bid,5.0,50.0,,Åminnevägen 15,59.3713101,18.0528835,True,Stockholm,Stockholms län,254,http://www.skandiamaklarna.se/,42748.091603053435
2595000,3087.0,61.0,2.0,2014-06-04 13:05:18,1939.0,Lägenhet,2014-06-17,2600000,bid,,,,Ekhagsvägen 6,59.3715869,18.0552028,True,Stockholm,Stockholms län,184,http://www.fastighetsbyran.se/,42622.95081967213
4995000,5540.0,107.0,3.5,2013-04-13 16:30:17,1935.0,Lägenhet,2013-05-20,4500000,bid,,,,Torphagsvägen 4,59.37148,18.05388,,Stockholm,Stockholms län,218,http://www.notar.se/,42056.07476635514
2200000,3563.0,69.0,2.0,2014-01-23 20:33:54,1939.0,Lägenhet,2014-02-05,2900000,bid,2.0,,1103.0,Ekhagsvägen 4,59.3713881,18.0550922,True,Stockholm,Stockholms län,186,http://www.fastighetsbyran.se/,42028.985507246376
3975000,4785.0,95.0,4.0,2013-03-27 18:21:43,,Lägenhet,2013-04-14,3975000,bid,1.0,,1105.0,Åminnevägen 17,59.37119438,18.05355191,,Stockholm,Stockholms län,255,http://www.brspec.se/,41842.10526315789
2600000,4020.0,65.0,2.0,2013-01-09 17:15:28,1935.0,Lägenhet,2013-03-28,2675000,bid,2.0,,,Ekhagsvägen 3,59.3715168,18.05462518,,Stockholm,Stockholms län,198,http://www.karlssonuddare.se/,41153.846153846156
3100000,3806.0,76.0,3.0,2013-08-30 16:40:42,1935.0,Lägenhet,2013-09-19,3125000,bid,,,,Ekhagsvägen 8,59.37178,18.05527,,Stockholm,Stockholms län,161,http://www.notar.se/,41118.42105263158
2700000,2965.0,64.3,2.0,2013-07-22 10:32:52,,Lägenhet,2013-08-17,2600000,bid,,,,Docentbacken 3,59.3709502,18.0586253,True,Stockholm,Stockholms län,264,http://www.svenskfast.se/,40435.45878693624
2495000,3175.0,64.0,2.0,2013-08-01 18:48:05,1935.0,Lägenhet,2013-09-03,2525000,bid,,,,Torphagsvägen 8,59.3718275,18.0525542,True,Stockholm,Stockholms län,225,http://www.notar.se/,39453.125
2495000,2748.0,56.0,3.0,2012-09-21 12:19:37,1935.0,Lägenhet,2012-10-09,2200000,bid,,,,Torphagsvägen 18,59.372759,18.0546339,True,Stockholm,Stockholms län,70,http://www.notar.se/,39285.71428571428
3300000,4529.0,91.0,4.0,2015-05-07 17:48:41,1931.0,Lägenhet,2015-05-21,3570000,bid,0.0,,,Ekhagsvägen 5,59.37161719,18.05471583,,Stockholm,Stockholms län,186,http://www.fastighetsbyran.se/,39230.769230769234
2495000,3530.0,69.0,2.0,2013-05-04 01:14:18,1937.0,Lägenhet,2013-05-19,2570000,bid,,,,Ekhagsvägen 6,59.3715869,18.0552028,True,Stockholm,Stockholms län,184,http://www.notar.se/,37246.3768115942
3495000,4251.0,98.0,3.0,2013-02-22 22:16:16,1968.0,Lägenhet,2013-03-28,3500000,bid,4.0,,,Docentbacken 5,59.3710473,18.0583678,True,Stockholm,Stockholms län,246,http://www.notar.se/,35714.28571428572
2300000,2835.0,63.0,2.0,2012-10-11 17:37:23,1969.0,Lägenhet,2013-01-18,2250000,bid,7.0,,,Docentbacken 13,59.3715256,18.0573378,True,Stockholm,Stockholms län,354,http://www.skandiamaklarna.se/,35714.28571428572
2950000,4529.0,,4.0,2015-02-06 23:18:41,1935.0,Lägenhet,2015-02-26,3135000,bid,,91.0,1002.0,Ekhagsvägen 5,59.37161719,18.05471583,,Stockholm,Stockholms län,186,http://www.karlssonuddare.se/,
